address	size	op	xrefs	successors	text
0x134B	2	ADD	0x134A	0x134D	134b: 60 c2     ADD     A,B
0x134D	3	ONIW	0x134B	0x1350 0x1352	134d: 45 23 10  ONIW    VV:23,$10
0x1350	2	ADD	0x134D	0x1352	1350: 60 c2     ADD     A,B
0x1352	1	PUSH	0x134D 0x1350	0x1353	1352: b1        PUSH    BC
0x1353	2	EADD	0x1352	0x1355	1353: 70 41     EADD    EA,A
0x1355	3	LXI	0x1353	0x1358	1355: 34 74 a4  LXI     HL,$A474
0x1358	2	DLT	0x1355	0x135A 0x135B	1358: 74 bf     DLT     EA,HL
0x135A	1	JR	0x1358	0x136C	135a: d1        JR      $136C
0x135B	3	ONIW	0x1358	0x135E 0x135F	135b: 45 17 10  ONIW    VV:17,$10
0x135E	1	JR	0x135B	0x1375	135e: d6        JR      $1375
0x135F	3	ANIW	0x135B	0x1362	135f: 05 17 ef  ANIW    VV:17,$EF
0x1362	3	LXI	0x135F	0x1365	1362: 34 74 a4  LXI     HL,$A474
0x1365	3	LXI	0x1362	0x1368	1365: 14 73 22  LXI     BC,$2273
0x1368	3	CALL	0x1365	0x049C 0x136B	1368: 40 9c 04  CALL    $049C
0x136B	1	JR	0x1368	0x1375	136b: c9        JR      $1375
0x136C	3	ORIW	0x135A	0x136F	136c: 15 17 10  ORIW    VV:17,$10
0x136F	3	ORIW	0x136C	0x1372	136f: 15 33 80  ORIW    VV:33,$80
0x1372	3	CALL	0x136F	0x1375 0x24AD	1372: 40 ad 24  CALL    $24AD
0x1375	1	POP	0x135E 0x136B 0x1372	0x1376	1375: a1     POP     BC
0x1376	2	MVI	0x1375	0x1378	1376: 69 00  MVI     A,$00
0x1378	1	CALT	0x1376	0x00B4 0x1379	1378: 9a        CALT    ($00B4)
0x1379	1	DCR	0x1378 0x13B8	0x137A 0x137B	1379: 52        DCR     B
0x137A	1	JR	0x1379	0x1386	137a: cb        JR      $1386
0x137B	1	DCR	0x1379 0x1385	0x137C 0x137D	137b: 53        DCR     C
0x137C	1	JR	0x137B	0x137E	137c: c1        JR      $137E
0x137D	1	RET	0x137B		137d: b8        RET
0x137E	1	PUSH	0x137C	0x137F	137e: b1        PUSH    BC
0x137F	3	ONIW	0x137E	0x1382 0x1383	137f: 45 23 10     ONIW    VV:23,$10
0x1382	1	CALT	0x137F	0x0080 0x1383	1382: 80           CALT    ($0080)
0x1383	1	CALT	0x137F 0x1382	0x0084 0x1384	1383: 82           CALT    ($0084)
0x1384	1	POP	0x1383	0x1385	1384: a1           POP     BC
0x1385	1	JR	0x1384	0x137B	1385: f5           JR      $137B
0x1386	4	LHLD	0x137A	0x138A	1386: 70 3f 18 ef  LHLD    $EF18
0x138A	1	PUSH	0x1386	0x138B	138a: b1     PUSH    BC
0x138B	1	PUSH	0x138A	0x138C	138b: b3     PUSH    HL
0x138C	1	CALT	0x138B	0x0080 0x138D	138c: 80     CALT    ($0080)
0x138D	1	POP	0x138C	0x138E	138d: a3     POP     HL
0x138E	1	PUSH	0x138D	0x138F	138e: b0     PUSH    VA
0x138F	2	MVI	0x138E	0x1391	138f: 69 c0  MVI     A,$C0
0x1391	1	CALT	0x138F	0x00B4 0x1392	1391: 9a     CALT    ($00B4)
0x1392	1	POP	0x1391	0x1393	1392: a0     POP     VA
0x1393	1	STAX	0x1392	0x1394	1393: 3d     STAX    (HL+)
0x1394	2	MVI	0x1393	0x1396	1394: 69 00  MVI     A,$00
0x1396	1	CALT	0x1394	0x00B4 0x1397	1396: 9a     CALT    ($00B4)
0x1397	1	PUSH	0x1396	0x1398	1397: b3     PUSH    HL
0x1398	1	CALT	0x1397	0x0080 0x1399	1398: 80     CALT    ($0080)
0x1399	1	POP	0x1398	0x139A	1399: a3     POP     HL
0x139A	1	PUSH	0x1399	0x139B	139a: b0     PUSH    VA
0x139B	2	MVI	0x139A	0x139D	139b: 69 c0  MVI     A,$C0
0x139D	1	CALT	0x139B	0x00B4 0x139E	139d: 9a        CALT    ($00B4)
0x139E	1	POP	0x139D	0x139F	139e: a0        POP     VA
0x139F	1	STAX	0x139E	0x13A0	139f: 3d        STAX    (HL+)
0x13A0	2	MVI	0x139F	0x13A2	13a0: 69 00     MVI     A,$00
0x13A2	1	CALT	0x13A0	0x00B4 0x13A3	13a2: 9a        CALT    ($00B4)
0x13A3	3	OFFIW	0x13A2	0x13A6 0x13A7	13a3: 55 23 10  OFFIW   VV:23,$10
0x13A6	1	JR	0x13A3	0x13B3	13a6: cc     JR      $13B3
0x13A7	1	PUSH	0x13A3	0x13A8	13a7: b3     PUSH    HL
0x13A8	1	CALT	0x13A7	0x0080 0x13A9	13a8: 80     CALT    ($0080)
0x13A9	1	POP	0x13A8	0x13AA	13a9: a3     POP     HL
0x13AA	1	PUSH	0x13A9	0x13AB	13aa: b0     PUSH    VA
0x13AB	2	MVI	0x13AA	0x13AD	13ab: 69 c0  MVI     A,$C0
0x13AD	1	CALT	0x13AB	0x00B4 0x13AE	13ad: 9a           CALT    ($00B4)
0x13AE	1	POP	0x13AD	0x13AF	13ae: a0           POP     VA
0x13AF	1	STAX	0x13AE	0x13B0	13af: 3d           STAX    (HL+)
0x13B0	2	MVI	0x13AF	0x13B2	13b0: 69 00        MVI     A,$00
0x13B2	1	CALT	0x13B0	0x00B4 0x13B3	13b2: 9a           CALT    ($00B4)
0x13B3	4	SHLD	0x13A6 0x13B2	0x13B7	13b3: 70 3e 18 ef  SHLD    $EF18
0x13B7	1	POP	0x13B3	0x13B8	13b7: a1        POP     BC
0x13B8	2	JRE	0x13B7	0x1379 0x13BA	13b8: 4f bf     JRE     $1379
0x13BA	3	LXI	0x1247 0x12CA 0x13B8	0x13BD	13ba: 44 00 89  LXI     EA,$8900
0x13BD	2	EADD	0x13BA	0x13BF	13bd: 70 43  EADD    EA,C
0x13BF	2	EADD	0x13BD	0x13C1	13bf: 70 43  EADD    EA,C
0x13C1	2	EADD	0x13BF	0x13C3	13c1: 70 43     EADD    EA,C
0x13C3	2	EADD	0x13C1	0x13C5	13c3: 70 43     EADD    EA,C
0x13C5	2	EADD	0x13C3	0x13C7	13c5: 70 43     EADD    EA,C
0x13C7	1	DMOV	0x13C5	0x13C8	13c7: b6        DMOV    DE,EA
0x13C8	3	MVIW	0x13C7	0x13CB	13c8: 71 1c c0  MVIW    VV:1C,$C0
0x13CB	1	RET	0x13C8		13cb: b8        RET
0x13CC	2	MVI	0x1198 0x121D	0x13CE	13cc: 69 c0     MVI     A,$C0
0x13CE	1	CALT	0x13CC	0x00B4 0x13CF	13ce: 9a        CALT    ($00B4)
0x13CF	3	LXI	0x13CE	0x13D2	13cf: 34 00 89  LXI     HL,$8900
0x13D2	3	LXI	0x13CF	0x13D5	13d2: 14 7f 02  LXI     BC,$027F
0x13D5	3	CALL	0x13D2	0x049C 0x13D8	13d5: 40 9c 04  CALL    $049C
0x13D8	2	MVI	0x13D5	0x13DA	13d8: 69 00        MVI     A,$00
0x13DA	1	CALT	0x13D8	0x00B4 0x13DB	13da: 9a           CALT    ($00B4)
0x13DB	3	LXI	0x13DA	0x13DE	13db: 34 80 8b     LXI     HL,$8B80
0x13DE	4	SHLD	0x13DB	0x13E2	13de: 70 3e 18 ef  SHLD    $EF18
0x13E2	1	RET	0x13DE		13e2: b8        RET
0x13E3	2	LDAX	0x12E0	0x13E5	13e3: ab 01     LDAX    (DE+$01)
0x13E5	2	NEI	0x13E3	0x13E7 0x13E8	13e5: 67 00     NEI     A,$00
0x13E7	1	RET	0x13E5		13e7: b8        RET
0x13E8	3	LDEAX	0x13E5	0x13EB	13e8: 48 8b 03  LDEAX   (DE+$03)
0x13EB	1	DMOV	0x13E8	0x13EC	13eb: b6        DMOV    DE,EA
0x13EC	1	PUSH	0x13EB	0x13ED	13ec: b4        PUSH    EA
0x13ED	1	MOV	0x13EC	0x13EE	13ed: 1b        MOV     C,A
0x13EE	2	ADD	0x13ED	0x13F0	13ee: 60 c3     ADD     A,C
0x13F0	3	ONIW	0x13EE	0x13F3 0x13F5	13f0: 45 23 10  ONIW    VV:23,$10
0x13F3	2	ADD	0x13F0	0x13F5	13f3: 60 c3        ADD     A,C
0x13F5	1	PUSH	0x13F0 0x13F3	0x13F6	13f5: b0           PUSH    VA
0x13F6	2	EADD	0x13F5	0x13F8	13f6: 70 41        EADD    EA,A
0x13F8	1	DMOV	0x13F6	0x13F9	13f8: b7           DMOV    HL,EA
0x13F9	1	PUSH	0x13F8	0x13FA	13f9: b4           PUSH    EA
0x13FA	4	LBCD	0x13F9	0x13FE	13fa: 70 1f 18 ef  LBCD    $EF18
0x13FE	1	DMOV	0x13FA	0x13FF	13fe: a5     DMOV    EA,BC
0x13FF	1	POP	0x13FE	0x1400	13ff: a1     POP     BC
0x1400	2	DSUB	0x13FF	0x1402	1400: 74 e5  DSUB    EA,BC
0x1402	1	DMOV	0x1400	0x1403	1402: b5     DMOV    BC,EA
0x1403	2	DON	0x1402	0x1405 0x1406	1403: 74 cd        DON     EA,BC
0x1405	1	JR	0x1403	0x140A	1405: c4           JR      $140A
0x1406	1	DCX	0x1403	0x1407	1406: 13           DCX     BC
0x1407	1	BLOCK	0x1406 0x1409	0x1408	1407: 31           BLOCK
0x1408	1	DCR	0x1407	0x1409 0x140A	1408: 52           DCR     B
0x1409	1	JR	0x1408	0x1407	1409: fd           JR      $1407
0x140A	4	SDED	0x1405 0x1408	0x140E	140a: 70 2e 18 ef  SDED    $EF18
0x140E	1	POP	0x140A	0x140F	140e: a0        POP     VA
0x140F	1	POP	0x140E	0x1410	140f: a2        POP     DE
0x1410	2	MVI	0x140F	0x1412	1410: 6b 7f     MVI     C,$7F
0x1412	3	LXI	0x1410	0x1415	1412: 34 00 89  LXI     HL,$8900
0x1415	1	INX	0x1412 0x1421	0x1416	1415: 32     INX     HL
0x1416	1	INX	0x1415	0x1417	1416: 32     INX     HL
0x1417	1	INX	0x1416	0x1418	1417: 32     INX     HL
0x1418	2	LDEAX	0x1417	0x141A	1418: 48 83  LDEAX   (HL)
0x141A	2	DLT	0x1418	0x141C 0x141E	141a: 74 be  DLT     EA,DE
0x141C	2	ESUB	0x141A	0x141E	141c: 70 61     ESUB    EA,A
0x141E	2	STEAX	0x141A 0x141C	0x1420	141e: 48 95     STEAX   (HL++)
0x1420	1	DCR	0x141E	0x1421 0x1422	1420: 53        DCR     C
0x1421	1	JR	0x1420	0x1415	1421: f3        JR      $1415
0x1422	1	RET	0x1420		1422: b8        RET
0x1442	1	CALT	0x1447	0x0092 0x1443	1442: 89        CALT    ($0092)
0x1443	1	RET	0x1442		1443: b8        RET
0x1444	3	ORIW	0x044D 0x7932	0x1447	1444: 15 20 80  ORIW    VV:20,$80
0x1447	1	JR	0x1444	0x1442	1447: fa        JR      $1442
0x1455	2	LTI	0x040F	0x1457 0x1458	1455: 37 0d  LTI     A,$0D
0x1457	1	RET	0x1455		1457: b8     RET
0x1458	1	MOV	0x1455	0x1459	1458: 1a     MOV     B,A
0x1459	2	ADD	0x1458	0x145B	1459: 60 c1  ADD     A,A
0x145B	2	ADD	0x1459	0x145D	145b: 60 c2  ADD     A,B
0x145D	2	ADD	0x145B	0x145F	145d: 60 c1     ADD     A,A
0x145F	2	ADD	0x145D	0x1461	145f: 60 c1     ADD     A,A
0x1461	2	STAW	0x145F	0x1463	1461: 63 bb     STAW    VV:BB
0x1463	1	RET	0x1461		1463: b8        RET
0x1464	3	LXI	0x1229 0x413A 0x74EE	0x1467	1464: 34 9c 68  LXI     HL,$689C
0x1467	1	DMOV	0x1464	0x1468	1467: a7     DMOV    EA,HL
0x1468	2	MVI	0x1467	0x146A	1468: 6a 0b  MVI     B,$0B
0x146A	2	MVI	0x1468	0x146C	146a: 6b 00  MVI     C,$00
0x146C	2	NEAX	0x146A 0x1471	0x146E 0x146F	146c: 70 ed  NEAX    (HL+)
0x146E	1	JR	0x146C	0x1473	146e: c4     JR      $1473
0x146F	1	INR	0x146C	0x1470 0x1471	146f: 43     INR     C
0x1470	1	DCR	0x146F	0x1471 0x1472	1470: 52     DCR     B
0x1471	1	JR	0x146F 0x1470	0x146C	1471: fa     JR      $146C
0x1472	1	RET	0x1470		1472: b8     RET
0x1473	2	LDAW	0x146E	0x1475	1473: 01 bb  LDAW    VV:BB
0x1475	2	EADD	0x1473	0x1477	1475: 70 41  EADD    EA,A
0x1477	2	EADD	0x1475	0x1479	1477: 70 43  EADD    EA,C
0x1479	1	DMOV	0x1477	0x147A	1479: b7     DMOV    HL,EA
0x147A	1	LDAX	0x1479	0x147B	147a: 2b     LDAX    (HL)
0x147B	1	RET	0x147A		147b: b8     RET
0x14C6	3	ANIW		0x14C9	14c6: 05 22 77  ANIW    VV:22,$77
0x14C9	3	ANIW	0x14C6	0x14CC	14c9: 05 22 f8  ANIW    VV:22,$F8
0x14CC	3	ANIW	0x14C9	0x14CF	14cc: 05 23 bf  ANIW    VV:23,$BF
0x14CF	3	ANIW	0x14CC	0x14D2	14cf: 05 24 7f  ANIW    VV:24,$7F
0x14D2	3	OFFIW	0x14CF	0x14D5 0x14D6	14d2: 55 23 20  OFFIW   VV:23,$20
0x14D5	1	JR	0x14D2	0x14DE	14d5: c8        JR      $14DE
0x14D6	3	OFFIW	0x14D2	0x14D9 0x14DA	14d6: 55 23 04  OFFIW   VV:23,$04
0x14D9	1	JR	0x14D6	0x14E4	14d9: ca        JR      $14E4
0x14DA	3	OFFIW	0x14D6	0x14DD 0x14DE	14da: 55 23 80  OFFIW   VV:23,$80
0x14DD	1	JR	0x14DA	0x14E4	14dd: c6        JR      $14E4
0x14DE	3	OFFIW	0x14D5 0x14DA	0x14E1 0x14E4	14de: 55 22 20  OFFIW   VV:22,$20
0x14E1	3	ORIW	0x14DE	0x14E4	14e1: 15 22 80  ORIW    VV:22,$80
0x14E4	3	CALL	0x14D9 0x14DD 0x14DE 0x14E1	0x14E7 0x164B	14e4: 40 4b 16  CALL    $164B
0x14E7	2	LDAW	0x14E4	0x14E9	14e7: 01 17     LDAW    VV:17
0x14E9	1	PUSH	0x14E7	0x14EA	14e9: b0        PUSH    VA
0x14EA	3	ORIW	0x14E9	0x14ED	14ea: 15 17 80  ORIW    VV:17,$80
0x14ED	2	LDAW	0x14EA	0x14EF	14ed: 01 22     LDAW    VV:22
0x14EF	2	STAW	0x14ED	0x14F1	14ef: 63 2c     STAW    VV:2C
0x14F1	3	CALL	0x14EF	0x14F4 0x154E	14f1: 40 4e 15  CALL    $154E
0x14F4	2	STAW	0x14F1	0x14F6	14f4: 63 ce  STAW    VV:CE
0x14F6	2	MVI	0x14F4	0x14F8	14f6: 69 ff  MVI     A,$FF
0x14F8	2	SK	0x14F6	0x14FA 0x14FB	14f8: 48 0a  SK      CY
0x14FA	1	MOV	0x14F8	0x14FB	14fa: 0b        MOV     A,C
0x14FB	2	STAW	0x14F8 0x14FA	0x14FD	14fb: 63 cc     STAW    VV:CC
0x14FD	2	LDAW	0x14FB	0x14FF	14fd: 01 2c     LDAW    VV:2C
0x14FF	2	STAW	0x14FD	0x1501	14ff: 63 cd     STAW    VV:CD
0x1501	3	ANIW	0x14FF	0x1504	1501: 05 17 7f  ANIW    VV:17,$7F
0x1504	2	LDAW	0x1501	0x1506	1504: 01 22     LDAW    VV:22
0x1506	2	STAW	0x1504	0x1508	1506: 63 2c     STAW    VV:2C
0x1508	3	CALL	0x1506	0x150B 0x164B	1508: 40 4b 16  CALL    $164B
0x150B	3	ANIW	0x1508	0x150E	150b: 05 a6 ef  ANIW    VV:A6,$EF
0x150E	2	LDAW	0x150B	0x1510	150e: 01 a5     LDAW    VV:A5
0x1510	1	PUSH	0x150E	0x1511	1510: b0        PUSH    VA
0x1511	3	MVIW	0x1510	0x1514	1511: 71 a5 ff  MVIW    VV:A5,$FF
0x1514	3	CALL	0x1511	0x1517 0x154E	1514: 40 4e 15  CALL    $154E
0x1517	2	STAW	0x1514	0x1519	1517: 63 cb  STAW    VV:CB
0x1519	2	MVI	0x1517	0x151B	1519: 69 ff  MVI     A,$FF
0x151B	2	SK	0x1519	0x151D 0x151E	151b: 48 0a  SK      CY
0x151D	1	MOV	0x151B	0x151E	151d: 0b     MOV     A,C
0x151E	2	STAW	0x151B 0x151D	0x1520	151e: 63 a2  STAW    VV:A2
0x1520	2	LDAW	0x151E	0x1522	1520: 01 2c  LDAW    VV:2C
0x1522	2	STAW	0x1520	0x1524	1522: 63 ca  STAW    VV:CA
0x1524	1	MOV	0x1522	0x1525	1524: 0d     MOV     A,E
0x1525	2	STAW	0x1524	0x1527	1525: 63 a3  STAW    VV:A3
0x1527	1	POP	0x1525	0x1528	1527: a0        POP     VA
0x1528	2	STAW	0x1527	0x152A	1528: 63 a5     STAW    VV:A5
0x152A	2	LDAW	0x1528	0x152C	152a: 01 22     LDAW    VV:22
0x152C	2	STAW	0x152A	0x152E	152c: 63 2c     STAW    VV:2C
0x152E	3	CALL	0x152C	0x1531 0x164B	152e: 40 4b 16  CALL    $164B
0x1531	3	CALL	0x152E	0x1534 0x154E	1531: 40 4e 15  CALL    $154E
0x1534	2	SKN	0x1531	0x1536 0x1537	1534: 48 1a  SKN     CY
0x1536	1	JR	0x1534	0x154A	1536: d3     JR      $154A
0x1537	2	STAW	0x1534	0x1539	1537: 63 2f  STAW    VV:2F
0x1539	2	STAW	0x1537	0x153B	1539: 63 1f  STAW    VV:1F
0x153B	1	MOV	0x1539	0x153C	153b: 0b     MOV     A,C
0x153C	2	STAW	0x153B	0x153E	153c: 63 2d  STAW    VV:2D
0x153E	2	STAW	0x153C	0x1540	153e: 63 21  STAW    VV:21
0x1540	2	LDAW	0x153E	0x1542	1540: 01 2c  LDAW    VV:2C
0x1542	2	STAW	0x1540	0x1544	1542: 63 2e  STAW    VV:2E
0x1544	2	STAW	0x1542	0x1546	1544: 63 22     STAW    VV:22
0x1546	1	POP	0x1544	0x1547	1546: a0        POP     VA
0x1547	2	STAW	0x1546	0x1549	1547: 63 17     STAW    VV:17
0x1549	1	RET	0x1547		1549: b8        RET
0x154A	1	POP	0x1536	0x154B	154a: a0        POP     VA
0x154B	3	JMP	0x154A	0x53DF	154b: 54 df 53  JMP     $53DF
0x154E	3	ANIW	0x14F1 0x1514 0x1531 0x161F	0x1551	154e: 05 2c af  ANIW    VV:2C,$AF
0x1551	3	CALL	0x154E	0x1554 0x1677	1551: 40 77 16  CALL    $1677
0x1554	2	JRE	0x1551	0x1556 0x1624	1554: 4e ce     JRE     $1624
0x1556	3	ONIW	0x1554	0x1559 0x155A	1556: 45 a6 40  ONIW    VV:A6,$40
0x1559	1	JR	0x1556	0x1565	1559: cb        JR      $1565
0x155A	3	ORIW	0x1556	0x155D	155a: 15 2c 10  ORIW    VV:2C,$10
0x155D	3	ANIW	0x155A	0x1560	155d: 05 a6 bf  ANIW    VV:A6,$BF
0x1560	3	CALL	0x155D	0x1563 0x1677	1560: 40 77 16  CALL    $1677
0x1563	2	JRE	0x1560	0x1565 0x1624	1563: 4e bf     JRE     $1624
0x1565	3	OFFIW	0x1559 0x1563	0x1568 0x156A	1565: 55 17 80  OFFIW   VV:17,$80
0x1568	2	JRE	0x1565	0x156A 0x1611	1568: 4e a7     JRE     $1611
0x156A	2	LDAW	0x1565 0x1568	0x156C	156a: 01 a6     LDAW    VV:A6
0x156C	2	ANI	0x156A	0x156E	156c: 07 03     ANI     A,$03
0x156E	3	OFFIW	0x156C	0x1571 0x1573	156e: 55 a6 10  OFFIW   VV:A6,$10
0x1571	2	JRE	0x156E	0x1573 0x15ED	1571: 4e 7a     JRE     $15ED
0x1573	2	EQI	0x156E 0x1571	0x1575 0x1576	1573: 77 00     EQI     A,$00
0x1575	1	JR	0x1573	0x158E	1575: d8        JR      $158E
0x1576	3	ANIW	0x1573	0x1579	1576: 05 a6 fc  ANIW    VV:A6,$FC
0x1579	3	ORIW	0x1576	0x157C	1579: 15 a6 01  ORIW    VV:A6,$01
0x157C	3	CALL	0x1579	0x157F 0x1677	157c: 40 77 16  CALL    $1677
0x157F	2	JRE	0x157C	0x1581 0x15B8	157f: 4e 37     JRE     $15B8
0x1581	3	ANIW	0x157F	0x1584	1581: 05 a6 fc  ANIW    VV:A6,$FC
0x1584	3	ORIW	0x1581	0x1587	1584: 15 a6 02  ORIW    VV:A6,$02
0x1587	3	CALL	0x1584	0x158A 0x1677	1587: 40 77 16  CALL    $1677
0x158A	2	JRE	0x1587	0x158C 0x15B8	158a: 4e 2c     JRE     $15B8
0x158C	2	JRE	0x158A	0x158E 0x1611	158c: 4e 83     JRE     $1611
0x158E	2	EQI	0x1575 0x158C	0x1590 0x1591	158e: 77 02     EQI     A,$02
0x1590	1	JR	0x158E	0x15A9	1590: d8        JR      $15A9
0x1591	3	ANIW	0x158E	0x1594	1591: 05 a6 fc  ANIW    VV:A6,$FC
0x1594	3	ORIW	0x1591	0x1597	1594: 15 a6 00  ORIW    VV:A6,$00
0x1597	3	CALL	0x1594	0x159A 0x1677	1597: 40 77 16  CALL    $1677
0x159A	2	JRE	0x1597	0x159C 0x15B8	159a: 4e 1c     JRE     $15B8
0x159C	3	ANIW	0x159A	0x159F	159c: 05 a6 fc  ANIW    VV:A6,$FC
0x159F	3	ORIW	0x159C	0x15A2	159f: 15 a6 01  ORIW    VV:A6,$01
0x15A2	3	CALL	0x159F	0x15A5 0x1677	15a2: 40 77 16  CALL    $1677
0x15A5	2	JRE	0x15A2	0x15A7 0x15B8	15a5: 4e 11     JRE     $15B8
0x15A7	2	JRE	0x15A5	0x15A9 0x1611	15a7: 4e 68     JRE     $1611
0x15A9	2	EQI	0x1590 0x15A7	0x15AB 0x15AC	15a9: 77 01     EQI     A,$01
0x15AB	1	JR	0x15A9	0x15BD	15ab: d1        JR      $15BD
0x15AC	3	ANIW	0x15A9	0x15AF	15ac: 05 a6 fc  ANIW    VV:A6,$FC
0x15AF	3	ORIW	0x15AC	0x15B2	15af: 15 a6 00  ORIW    VV:A6,$00
0x15B2	3	CALL	0x15AF	0x15B5 0x1677	15b2: 40 77 16  CALL    $1677
0x15B5	1	JR	0x15B2	0x15B8	15b5: c2        JR      $15B8
0x15B8	3	ORIW	0x157F 0x158A 0x159A 0x15A5 0x15B5 0x15D2 0x15E9 0x15F9 0x1604 0x160F	0x15BB	15b8: 15 2c 40  ORIW    VV:2C,$40
0x15BB	2	JRE	0x15B8	0x15BD 0x1624	15bb: 4e 67     JRE     $1624
0x15BD	3	NEIW	0x15AB 0x15BB	0x15C0 0x15C1	15bd: 65 a5 ff  NEIW    VV:A5,$FF
0x15C0	1	JR	0x15BD	0x15E0	15c0: df        JR      $15E0
0x15C1	3	ORIW	0x15BD	0x15C4	15c1: 15 a6 10  ORIW    VV:A6,$10
0x15C4	3	CALL	0x15C1	0x15C7 0x1677	15c4: 40 77 16  CALL    $1677
0x15C7	2	JRE	0x15C4	0x15C9 0x1624	15c7: 4e 5b     JRE     $1624
0x15C9	3	ANIW	0x15C7	0x15CC	15c9: 05 a6 fc  ANIW    VV:A6,$FC
0x15CC	3	ORIW	0x15C9	0x15CF	15cc: 15 a6 00  ORIW    VV:A6,$00
0x15CF	3	CALL	0x15CC	0x15D2 0x1677	15cf: 40 77 16  CALL    $1677
0x15D2	1	JR	0x15CF	0x15B8	15d2: e5        JR      $15B8
0x15E0	3	ANIW	0x15C0	0x15E3	15e0: 05 a6 fc  ANIW    VV:A6,$FC
0x15E3	3	ORIW	0x15E0	0x15E6	15e3: 15 a6 00  ORIW    VV:A6,$00
0x15E6	3	CALL	0x15E3	0x15E9 0x1677	15e6: 40 77 16  CALL    $1677
0x15E9	2	JRE	0x15E6	0x15B8 0x15EB	15e9: 4f cd     JRE     $15B8
0x15EB	2	JRE	0x15E9	0x15ED 0x1621	15eb: 4e 34     JRE     $1621
0x15ED	2	NEI	0x1571 0x15EB	0x15EF 0x15F0	15ed: 67 03     NEI     A,$03
0x15EF	1	JR	0x15ED	0x15FB	15ef: cb        JR      $15FB
0x15F0	3	ANIW	0x15ED	0x15F3	15f0: 05 a6 fc  ANIW    VV:A6,$FC
0x15F3	3	ORIW	0x15F0	0x15F6	15f3: 15 a6 03  ORIW    VV:A6,$03
0x15F6	3	CALL	0x15F3	0x15F9 0x1677	15f6: 40 77 16  CALL    $1677
0x15F9	2	JRE	0x15F6	0x15B8 0x15FB	15f9: 4f bd     JRE     $15B8
0x15FB	3	ANIW	0x15EF 0x15F9	0x15FE	15fb: 05 a6 fc  ANIW    VV:A6,$FC
0x15FE	3	ORIW	0x15FB	0x1601	15fe: 15 a6 00  ORIW    VV:A6,$00
0x1601	3	CALL	0x15FE	0x1604 0x1677	1601: 40 77 16  CALL    $1677
0x1604	2	JRE	0x1601	0x15B8 0x1606	1604: 4f b2     JRE     $15B8
0x1606	3	ANIW	0x1604	0x1609	1606: 05 a6 fc  ANIW    VV:A6,$FC
0x1609	3	ORIW	0x1606	0x160C	1609: 15 a6 02  ORIW    VV:A6,$02
0x160C	3	CALL	0x1609	0x160F 0x1677	160c: 40 77 16  CALL    $1677
0x160F	2	JRE	0x160C	0x15B8 0x1611	160f: 4f a7     JRE     $15B8
0x1611	3	NEIW	0x1568 0x158C 0x15A7 0x160F	0x1614 0x1615	1611: 65 a5 00  NEIW    VV:A5,$00
0x1614	1	JR	0x1611	0x1621	1614: cc        JR      $1621
0x1615	3	NEIW	0x1611	0x1618 0x1619	1615: 65 a5 ff  NEIW    VV:A5,$FF
0x1618	1	JR	0x1615	0x1621	1618: c8        JR      $1621
0x1619	3	CALL	0x1615	0x161C 0x164B	1619: 40 4b 16  CALL    $164B
0x161C	3	MVIW	0x1619	0x161F	161c: 71 a5 00  MVIW    VV:A5,$00
0x161F	2	JRE	0x161C	0x154E 0x1621	161f: 4f 2d     JRE     $154E
0x1621	2	STC	0x15EB 0x1614 0x1618 0x161F	0x1623	1621: 48 2b     STC
0x1623	1	RET	0x1621		1623: b8        RET
0x1624	3	OFFIW	0x1554 0x1563 0x15BB 0x15C7	0x1627 0x1628	1624: 55 23 20  OFFIW   VV:23,$20
0x1627	1	JR	0x1624	0x1641	1627: d9        JR      $1641
0x1628	3	ONIW	0x1624	0x162B 0x162C	1628: 45 23 04  ONIW    VV:23,$04
0x162B	1	JR	0x1628	0x1641	162b: d5        JR      $1641
0x162C	2	MVI	0x1628	0x162E	162c: 69 02     MVI     A,$02
0x162E	3	OFFIW	0x162C	0x1631 0x1632	162e: 55 23 80  OFFIW   VV:23,$80
0x1631	1	JR	0x162E	0x1636	1631: c4        JR      $1636
0x1632	3	OFFIW	0x162E	0x1635 0x1636	1632: 55 2c 20  OFFIW   VV:2C,$20
0x1635	1	JR	0x1632	0x1643	1635: cd        JR      $1643
0x1636	3	OFFIW	0x1631 0x1632	0x1639 0x163A	1636: 55 24 10  OFFIW   VV:24,$10
0x1639	1	JR	0x1636	0x163D	1639: c3        JR      $163D
0x163A	2	MVI	0x1636	0x163C	163a: 69 00     MVI     A,$00
0x163C	1	JR	0x163A	0x1643	163c: c6        JR      $1643
0x163D	3	ORIW	0x1639	0x1640	163d: 15 24 80  ORIW    VV:24,$80
0x1640	1	JR	0x163D	0x1643	1640: c2        JR      $1643
0x1641	2	MVI	0x1627 0x162B	0x1643	1641: 69 03     MVI     A,$03
0x1643	3	OFFIW	0x1635 0x163C 0x1640 0x1641	0x1646 0x1648	1643: 55 87 04  OFFIW   VV:87,$04
0x1646	2	ORI	0x1643	0x1648	1646: 17 04     ORI     A,$04
0x1648	2	CLC	0x1643 0x1646	0x164A	1648: 48 2a     CLC
0x164A	1	RET	0x1648		164a: b8        RET
0x164B	2	MVI	0x11C0 0x14E4 0x1508 0x152E 0x1619	0x164D	164b: 69 00     MVI     A,$00
0x164D	3	ONIW	0x164B	0x1650 0x1651	164d: 45 23 20  ONIW    VV:23,$20
