address	size	op	xrefs	successors	text
0x0000	1	DI		0x0001	0000: ba        DI
0x0001	3	JMP	0x0000	0x0180	0001: 54 80 01  JMP     $0180
0x0004	1	EI		0x0005	0004: aa        EI
0x0005	1	RETI	0x0004		0005: 62        RETI
0x0008	3	JMP		0x0978	0008: 54 78 09  JMP     $0978
0x0010	3	JMP		0x0582	0010: 54 82 05  JMP     $0582
0x0018	3	JMP		0x0668	0018: 54 68 06  JMP     $0668
0x0028	3	JMP		0x05E2	0028: 54 e2 05  JMP     $05E2
0x0060	3	JMP		0x0582	0060: 54 82 05  JMP     $0582
0x0075	1	NOP	0x008C	0x0076	0075: 00  NOP
0x0076	1	NOP	0x0075	0x0077	0076: 00  NOP
0x0077	1	NOP	0x0076	0x0078	0077: 00  NOP
0x0078	1	JR	0x0077 0x0078	0x0078	0078: ff  JR      $0078
0x0080	1	MOV	0x0AB2 0x113D 0x114F 0x1150 0x1152 0x115D 0x119D 0x1382 0x138C 0x1398 0x13A8 0x2530 0x2568 0x400B 0x73D1	0x0081	0080: 0b     MOV     A,C
0x0081	1	MOV	0x0080	0x0082	0081: 0a     MOV     A,B
0x0082	1	PUSH	0x0081 0x11B0 0x695B	0x0083	0082: b2     PUSH    DE
0x0083	1	MOV	0x0082	0x0084	0083: 0a     MOV     A,B
0x0084	1	DMOV	0x0083 0x113E 0x1159 0x119F 0x11B4 0x1383	0x0085	0084: b6     DMOV    DE,EA
0x0085	1	MOV	0x0084	0x0086	0085: 0a     MOV     A,B
0x0086	2	NEA	0x0085 0x112E	0x0088 0x008A	0086: 60 69  NEA     A,A
0x0088	2	LTI	0x0086 0x0381 0x0A28 0x5727	0x008A 0x008B	0088: 37 4c  LTI     A,$4C
0x008A	1	STAX	0x0086 0x0088 0x0A35 0x4C6D 0x5732 0x574E	0x008B	008a: bc     STAX    (HL+A)
0x008C	1	JR	0x02D1 0x034D 0x4C83 0x73B9	0x0075	008c: e8        JR      $0075
0x008E	3	LXI	0x4C5D 0x4CC1 0x53EC	0x0091	008e: 24 4e 01  LXI     DE,$014E
0x0090	2	LDAW	0x0324 0x087B 0x0B14 0x4C67 0x4D76 0x4EA8 0x4EAF 0x4EB7 0x4F33 0x528B 0x5298 0x530B 0x5313 0x531B 0x53F8	0x0092	0090: 01 0b     LDAW    VV:0B
0x0091	1	MOV	0x008E	0x0092	0091: 0b        MOV     A,C
0x0092	1	JR	0x0090 0x0091 0x113B 0x11EF 0x12C8 0x1442 0x73C4 0x74D2 0x7510 0x7608 0x76D7 0x7722 0x77A7 0x77C5 0x77DC 0x782D 0x7921 0x7ACF 0x7ADF 0x7B1C	0x0099	0092: c6        JR      $0099
0x0094	2	JRE	0x00AE 0x0B45 0x0B4A 0x25B2 0x25C0 0x262C 0x2B09 0x2B44 0x2D61 0x2DB0 0x4696 0x7985	0x0096 0x00A1	0094: 4e 0b     JRE     $00A1
0x0096	3	ONIW	0x0094 0x4013 0x74C3	0x0099 0x009A	0096: 45 18 96  ONIW    VV:18,$96
0x0098	1	CALT	0x402A 0x7461 0x7484	0x0099 0x00AC	0098: 96     CALT    ($00AC)
0x0099	1	MOV	0x0092 0x0096 0x0098	0x009A	0099: 18     MOV     EAH,A
0x009A	2	JRE	0x0096 0x0099 0x2948 0x29E2 0x2C09 0x2C9E	0x009C	009a: 4f 1a  JRE     $FFB6
0x009B	1	MOV	0x00B6	0x009C	009b: 1a  MOV     B,A
0x009C	1	CALT	0x009A 0x009B 0x197B 0x1984 0x1993 0x2DB2	0x009D 0x00AA	009c: 95  CALT    ($00AA)
0x009D	1	MOV	0x009C	0x009E	009d: 19  MOV     EAL,A
0x009E	1	STAX	0x009D 0x0E7B 0x2150 0x23E3	0x009F	009e: bc  STAX    (HL+A)
0x009F	1	MOV	0x009E	0x00A0	009f: 0a     MOV     A,B
0x00A0	1	JR	0x009F 0x2B23 0x2B56 0x2B7F 0x2B8D	0x00AB	00a0: ca     JR      $00AB
0x00A1	1	MOV	0x0094	0x00A2	00a1: 0a     MOV     A,B
0x00A4	1	LDAX	0x00BA 0x20C5 0x21A2 0x21C2 0x295C 0x2D48 0x2D52 0x2D97 0x2DA1	0x00A5	00a4: 2e     LDAX    (DE-)
0x00A5	1	MOV	0x00A4	0x00A6	00a5: 0b     MOV     A,C
0x00A6	2	BIT	0x00A5 0x00B8 0x2B08 0x2CAF 0x2DB1	0x00A8 0x00A9	00a6: 58 0b  BIT     0,VV:0B
0x00A8	1	BLOCK	0x00A6 0x0E6C 0x1C1F 0x1C7B	0x00A9	00a8: 31     BLOCK
0x00A9	1	MOV	0x00A6 0x00A8	0x00AA	00a9: 0b     MOV     A,C
0x00AA	2	BIT	0x009C 0x00A9 0x1859 0x1977 0x1980 0x198F	0x00AC 0x00AD	00aa: 5b 0b  BIT     3,VV:0B
0x00AB	1	MOV	0x00A0	0x00AC	00ab: 0b     MOV     A,C
0x00AC	1	JR	0x0098 0x00AA 0x00AB 0x0A61 0x48B9 0x7465 0x7488	0x00CC	00ac: df     JR      $00CC
0x00AD	1	MOV	0x00AA	0x00AE	00ad: 0a     MOV     A,B
0x00AE	1	JR	0x00AD 0x1117 0x1959 0x195D 0x19E8 0x2566 0x2A63 0x2CC4 0x2CCB	0x0094	00ae: e5     JR      $0094
0x00B0	2	XRI	0x1998 0x19B7 0x19E4 0x29F7 0x2A52 0x2ACF 0x2AD3 0x2AD7 0x2ADB 0x2CB3 0x2D65 0x2D69 0x5536	0x00B2	00b0: 16 1a  XRI     A,$1A
0x00B2	1	MOV	0x00B0 0x10CC 0x2A4B	0x00B3	00b2: 1d  MOV     E,A
0x00B3	1	MOV	0x00B2	0x00B4	00b3: 1a  MOV     B,A
0x00B4	1	DCX	0x00B3 0x01A6 0x01B2 0x01CA 0x0203 0x0504 0x10F2 0x1113 0x124C 0x128B 0x1290 0x1295 0x129A 0x129F 0x12A4 0x12BD 0x12D0 0x1378 0x1391 0x1396 0x139D 0x13A2 0x13AD 0x13B2 0x13CE 0x13DA 0x1702 0x1769 0x176D 0x17F9 0x1926 0x1951 0x1A6A 0x1A81 0x1B2B 0x1BBC 0x1D01 0x1D22 0x2000 0x2005 0x254B 0x255B 0x2C7D 0x2C9D 0x755F	0x00B5	00b4: 23  DCX     DE
0x00B5	1	MOV	0x00B4	0x00B6	00b5: 0b  MOV     A,C
0x00B6	1	JR	0x00B5 0x0F78 0x116D 0x1207 0x202D 0x203C 0x25CB 0x25DC 0x28F6 0x425A 0x4CC0 0x4DB4 0x4DBE 0x532B 0x534D 0x53B9 0x75FD 0x772E 0x77D4 0x79A1 0x79EB 0x79FE	0x009B	00b6: e4  JR      $009B
0x00B8	1	JR	0x520D 0x521F 0x5237 0x544F 0x562B	0x00A6	00b8: ed  JR      $00A6
0x00BA	1	JR	0x51FD 0x5222 0x5234 0x5455 0x562F	0x00A4	00ba: e9  JR      $00A4
0x00CC	1	JR	0x00AC 0x00CC	0x00CC	00cc: ff  JR      $00CC
0x0180	3	LXI	0x0001	0x0183	0180: 04 00 00  LXI     SP,$0000
0x0183	2	MVI	0x0180	0x0185	0183: 69 08  MVI     A,$08
0x0185	2	MOV	0x0183	0x0187	0185: 4d d0  MOV     MM,A
0x0187	2	MVI	0x0185	0x0189	0187: 68 ef     MVI     V,$EF
0x0189	1	EXA	0x0187	0x018A	0189: 10        EXA
0x018A	2	MVI	0x0189	0x018C	018a: 68 ef     MVI     V,$EF
0x018C	1	EXA	0x018A	0x018D	018c: 10        EXA
0x018D	3	MVIW	0x018C	0x0190	018d: 71 16 cc  MVIW    VV:16,$CC
0x0190	3	CALL	0x018D	0x0193 0x045D	0190: 40 5d 04     CALL    $045D
0x0193	2	MVI	0x0190	0x0195	0193: 6a 07        MVI     B,$07
0x0195	4	LHLD	0x0193 0x019A	0x0199	0195: 70 3f 00 a0  LHLD    $A000
0x0199	1	DCR	0x0195	0x019A 0x019B	0199: 52        DCR     B
0x019A	1	JR	0x0199	0x0195	019a: fa        JR      $0195
0x019B	3	LXI	0x0199	0x019E	019b: 14 ff 4f  LXI     BC,$4FFF
0x019E	3	LXI	0x019B	0x01A1	019e: 34 00 a0  LXI     HL,$A000
0x01A1	3	CALL	0x019E	0x01A4 0x049C	01a1: 40 9c 04  CALL    $049C
0x01A4	2	MVI	0x01A1	0x01A6	01a4: 69 c0     MVI     A,$C0
0x01A6	1	CALT	0x01A4	0x00B4 0x01A7	01a6: 9a        CALT    ($00B4)
0x01A7	3	LXI	0x01A6	0x01AA	01a7: 14 ff 1f  LXI     BC,$1FFF
0x01AA	3	LXI	0x01A7	0x01AD	01aa: 34 00 80  LXI     HL,$8000
0x01AD	3	CALL	0x01AA	0x01B0 0x049C	01ad: 40 9c 04  CALL    $049C
0x01B0	2	MVI	0x01AD	0x01B2	01b0: 69 00     MVI     A,$00
0x01B2	1	CALT	0x01B0	0x00B4 0x01B3	01b2: 9a        CALT    ($00B4)
0x01B3	3	LXI	0x01B2	0x01B6	01b3: 04 00 ee  LXI     SP,$EE00
0x01B6	3	LXI	0x01B3	0x01B9	01b6: 34 00 ff  LXI     HL,$FF00
0x01B9	3	LXI	0x01B6	0x01BC	01b9: 14 ff 00     LXI     BC,$00FF
0x01BC	3	CALL	0x01B9	0x01BF 0x049C	01bc: 40 9c 04     CALL    $049C
0x01BF	4	MOV	0x01BC	0x01C3	01bf: 70 69 01 f0  MOV     A,($F001)
0x01C3	2	ONI	0x01BF	0x01C5 0x01C8	01c3: 47 80     ONI     A,$80
0x01C5	3	JMP	0x01C3	0x0201	01c5: 54 01 02  JMP     $0201
0x01C8	2	MVI	0x01C3	0x01CA	01c8: 69 ff     MVI     A,$FF
0x01CA	1	CALT	0x01C8	0x00B4 0x01CB	01ca: 9a        CALT    ($00B4)
0x01CB	3	LXI	0x01CA	0x01CE	01cb: 34 70 00  LXI     HL,$0070
0x01CE	3	LXI	0x01CB	0x01D1	01ce: 24 00 40  LXI     DE,$4000
0x01D1	2	MVI	0x01CE	0x01D3	01d1: 6a 05  MVI     B,$05
0x01D3	1	LDAX	0x01D1 0x01D9	0x01D4	01d3: 2d     LDAX    (HL+)
0x01D4	2	EQAX	0x01D3	0x01D6 0x01D8	01d4: 70 fc  EQAX    (DE+)
0x01D6	2	JRE	0x01D4	0x01D8 0x0201	01d6: 4e 29  JRE     $0201
0x01D8	1	DCR	0x01D4 0x01D6	0x01D9 0x01DA	01d8: 52     DCR     B
0x01D9	1	JR	0x01D8	0x01D3	01d9: f9     JR      $01D3
0x01DA	2	MVI	0x01D8	0x01DC	01da: 69 00  MVI     A,$00
0x01DC	2	NEAX	0x01DA	0x01DE 0x01DF	01dc: 70 ea     NEAX    (DE)
0x01DE	1	JR	0x01DC	0x01E3	01de: c4        JR      $01E3
0x01DF	1	LDAX	0x01DC	0x01E0	01df: 2b        LDAX    (HL)
0x01E0	2	EQAX	0x01DF	0x01E2 0x01E3	01e0: 70 fa     EQAX    (DE)
0x01E2	1	JR	0x01E0	0x0201	01e2: de        JR      $0201
0x01E3	3	LXI	0x01DE 0x01E0	0x01E6	01e3: 34 01 f0  LXI     HL,$F001
0x01E6	1	LDAX	0x01E3	0x01E7	01e6: 2b     LDAX    (HL)
0x01E7	2	ANI	0x01E6	0x01E9	01e7: 07 7f  ANI     A,$7F
0x01E9	2	JRE	0x01E7	0x01EB 0x0200	01e9: 4e 15  JRE     $0200
0x01EB	1	JR	0x01E9 0x01EB	0x01EB	01eb: ff  JR      $01EB
0x0200	1	STAX	0x01E9	0x0201	0200: 3b        STAX    (HL)
0x0201	2	MVI	0x01C5 0x01D6 0x01E2 0x0200	0x0203	0201: 69 00     MVI     A,$00
0x0203	1	CALT	0x0201	0x00B4 0x0204	0203: 9a        CALT    ($00B4)
0x0204	3	CALL	0x0203	0x0207 0x04A4	0204: 40 a4 04  CALL    $04A4
0x0207	3	CALL	0x0204	0x020A 0x4F37	0207: 40 37 4f  CALL    $4F37
0x020A	3	CALL	0x0207	0x020D 0x4FB1	020a: 40 b1 4f     CALL    $4FB1
0x020D	2	SKIT	0x020A	0x020F 0x0210	020d: 48 44        SKIT    F2
0x020F	1	NOP	0x020D	0x0210	020f: 00           NOP
0x0210	4	MOV	0x020D 0x020F	0x0214	0210: 70 69 00 f0  MOV     A,($F000)
0x0214	2	SKIT	0x0210	0x0216 0x0217	0214: 48 43  SKIT    F1
0x0216	1	NOP	0x0214	0x0217	0216: 00     NOP
0x0217	2	SKNIT	0x0214 0x0216	0x0219 0x021B	0217: 48 60  SKNIT   NMI
0x0219	2	JRE	0x0217	0x021B 0x027B	0219: 4e 60        JRE     $027B
0x021B	2	MVI	0x0217 0x0219	0x021D	021b: 69 80        MVI     A,$80
0x021D	2	STAW	0x021B	0x021F	021d: 63 09        STAW    VV:09
0x021F	4	MOV	0x021D	0x0223	021f: 70 6a 03 f0  MOV     B,($F003)
0x0223	2	MVI	0x021F	0x0225	0223: 69 00     MVI     A,$00
0x0225	3	OFFI	0x0223	0x0228 0x022A	0225: 74 5a 01  OFFI    B,$01
0x0228	2	ORI	0x0225	0x022A	0228: 17 80     ORI     A,$80
0x022A	3	OFFI	0x0225 0x0228	0x022D 0x022F	022a: 74 5a 08  OFFI    B,$08
0x022D	2	ORI	0x022A	0x022F	022d: 17 20     ORI     A,$20
0x022F	3	OFFI	0x022A 0x022D	0x0232 0x0234	022f: 74 5a 10  OFFI    B,$10
0x0232	2	ORI	0x022F	0x0234	0232: 17 40     ORI     A,$40
0x0234	2	STAW	0x022F 0x0232	0x0236	0234: 63 0a     STAW    VV:0A
0x0236	2	MVI	0x0234	0x0238	0236: 69 00     MVI     A,$00
0x0238	3	OFFI	0x0236	0x023B 0x023D	0238: 74 5a 02  OFFI    B,$02
0x023B	2	ORI	0x0238	0x023D	023b: 17 01     ORI     A,$01
0x023D	3	OFFI	0x0238 0x023B	0x0240 0x0242	023d: 74 5a 04  OFFI    B,$04
0x0240	2	ORI	0x023D	0x0242	0240: 17 02     ORI     A,$02
0x0242	3	OFFI	0x023D 0x0240	0x0245 0x0247	0242: 74 5a 20  OFFI    B,$20
0x0245	2	ORI	0x0242	0x0247	0245: 17 04     ORI     A,$04
0x0247	3	OFFI	0x0242 0x0245	0x024A 0x024C	0247: 74 5a 40  OFFI    B,$40
0x024A	2	ORI	0x0247	0x024C	024a: 17 08     ORI     A,$08
0x024C	2	STAW	0x0247 0x024A	0x024E	024c: 63 0b     STAW    VV:0B
0x024E	3	ORIW	0x024C	0x0251	024e: 15 09 40  ORIW    VV:09,$40
0x0251	3	GTIW	0x024E	0x0254 0x0256	0251: 25 0b 03  GTIW    VV:0B,$03
0x0254	2	MVI	0x0251	0x0256	0254: 69 4b     MVI     A,$4B
0x0256	2	MVI	0x0251 0x0254	0x0258	0256: 69 4a     MVI     A,$4A
0x0258	3	OFFIW	0x0256	0x025B 0x025D	0258: 55 0a 80  OFFIW   VV:0A,$80
0x025B	2	ORI	0x0258	0x025D	025b: 17 04     ORI     A,$04
0x025D	3	ONIW	0x0258 0x025B	0x0260 0x0262	025d: 45 0a 20  ONIW    VV:0A,$20
0x0260	2	ORI	0x025D	0x0262	0260: 17 20     ORI     A,$20
0x0262	3	ONIW	0x025D 0x0260	0x0265 0x0267	0262: 45 0a 40  ONIW    VV:0A,$40
0x0265	2	ORI	0x0262	0x0267	0265: 17 10     ORI     A,$10
0x0267	2	MOV	0x0262 0x0265	0x0269	0267: 4d ca     MOV     SML,A
0x0269	3	MVI	0x0267	0x026C	0269: 64 81 0c  MVI     SMH,$0C
0x026C	2	LDAW	0x0269	0x026E	026c: 01 0b     LDAW    VV:0B
0x026E	3	LXI	0x026C	0x0271	026e: 44 34 68  LXI     EA,$6834
0x0271	2	EADD	0x026E	0x0273	0271: 70 41     EADD    EA,A
0x0273	1	DMOV	0x0271	0x0274	0273: b7        DMOV    HL,EA
0x0274	1	LDAX	0x0273	0x0275	0274: 2b        LDAX    (HL)
0x0275	2	MOV	0x0274	0x0277	0275: 4d da     MOV     TM0,A
0x0277	3	MVI	0x0275	0x027A	0277: 64 85 a0  MVI     TMM,$A0
0x027A	1	JR	0x0277	0x027B	027a: c0        JR      $027B
0x027B	2	LDAW	0x0219 0x027A	0x027D	027b: 01 09     LDAW    VV:09
0x027D	3	OFFI	0x027B	0x0280 0x0282	027d: 64 59 01  OFFI    PB,$01
0x0280	2	ORI	0x027D	0x0282	0280: 17 20     ORI     A,$20
0x0282	3	ONIW	0x027D 0x0280	0x0285 0x0288	0282: 45 01 08  ONIW    VV:01,$08
0x0285	3	ONI	0x0282	0x0288 0x028A	0285: 64 49 02  ONI     PB,$02
0x0288	2	ORI	0x0282 0x0285	0x028A	0288: 17 08     ORI     A,$08
0x028A	2	STAW	0x0285 0x0288	0x028C	028a: 63 09     STAW    VV:09
0x028C	3	OFFIW	0x028A	0x028F 0x0292	028c: 55 01 10  OFFIW   VV:01,$10
0x028F	3	ORIW	0x028C	0x0292	028f: 15 09 04     ORIW    VV:09,$04
0x0292	3	LXI	0x028C 0x028F	0x0295	0292: 34 00 85     LXI     HL,$8500
0x0295	4	SHLD	0x0292	0x0299	0295: 70 3e 20 ee  SHLD    $EE20
0x0299	4	SHLD	0x0295	0x029D	0299: 70 3e 22 ee  SHLD    $EE22
0x029D	3	ONIW	0x0299	0x02A0 0x02A2	029d: 45 09 04  ONIW    VV:09,$04
0x02A0	2	MVI	0x029D	0x02A2	02a0: 69 04     MVI     A,$04
0x02A2	2	MVI	0x029D 0x02A0	0x02A4	02a2: 69 1f     MVI     A,$1F
0x02A4	2	STAW	0x02A2	0x02A6	02a4: 63 08     STAW    VV:08
0x02A6	3	LXI	0x02A4	0x02A9	02a6: 34 00 85  LXI     HL,$8500
0x02A9	2	ADD	0x02A6	0x02AB	02a9: 60 c6     ADD     A,H
0x02AB	2	STAW	0x02A9	0x02AD	02ab: 63 07     STAW    VV:07
0x02AD	3	CALL	0x02AB	0x02B0 0x4EEA	02ad: 40 ea 4e  CALL    $4EEA
0x02B0	3	OFFI	0x02AD	0x02B3 0x02B4	02b0: 64 5a 08  OFFI    PC,$08
0x02B3	1	JR	0x02B0	0x02BE	02b3: ca        JR      $02BE
0x02B4	1	PUSH	0x02B0	0x02B5	02b4: b0        PUSH    VA
0x02B5	3	CALL	0x02B4	0x02B8 0x4F2F	02b5: 40 2f 4f  CALL    $4F2F
0x02B8	1	POP	0x02B5	0x02B9	02b8: a0        POP     VA
0x02B9	3	ONI	0x02B8	0x02BC 0x02BE	02b9: 64 4a 08  ONI     PC,$08
0x02BC	2	ORI	0x02B9	0x02BE	02bc: 17 04  ORI     A,$04
0x02BE	2	EQI	0x02B3 0x02B9 0x02BC	0x02C0 0x02C1	02be: 77 07  EQI     A,$07
0x02C0	1	JR	0x02BE	0x02C3	02c0: c2        JR      $02C3
0x02C1	2	MVI	0x02BE	0x02C3	02c1: 69 08     MVI     A,$08
0x02C3	2	ANI	0x02C0 0x02C1	0x02C5	02c3: 07 0b     ANI     A,$0B
0x02C5	2	STAW	0x02C3	0x02C7	02c5: 63 0c     STAW    VV:0C
0x02C7	3	OFFIW	0x02C5	0x02CA 0x02CB	02c7: 55 09 40  OFFIW   VV:09,$40
0x02CA	1	JR	0x02C7	0x02D2	02ca: c7        JR      $02D2
0x02CB	3	MVI	0x02C7	0x02CE	02cb: 64 06 ff  MVI     MKH,$FF
0x02CE	3	MVI	0x02CB	0x02D1	02ce: 64 07 f7  MVI     MKL,$F7
0x02D1	1	CALT	0x02CE	0x008C 0x02D2	02d1: 86        CALT    ($008C)
0x02D2	2	LDAW	0x02CA 0x02D1	0x02D4	02d2: 01 0c     LDAW    VV:0C
0x02D4	2	OFFI	0x02D2	0x02D6 0x02D7	02d4: 57 08     OFFI    A,$08
0x02D6	1	JR	0x02D4	0x02E4	02d6: cd        JR      $02E4
0x02D7	3	LXI	0x02D4	0x02DA	02d7: 44 de 02  LXI     EA,$02DE
0x02DA	2	EADD	0x02D7	0x02DC	02da: 70 41  EADD    EA,A
0x02DC	2	JEA	0x02DA		02dc: 48 28  JEA
0x02E4	2	LDAW	0x02D6	0x02E6	02e4: 01 00  LDAW    VV:00
0x02E6	2	ANI	0x02E4	0x02E8	02e6: 07 18  ANI     A,$18
0x02E8	2	NEI	0x02E6	0x02EA 0x02EB	02e8: 67 18  NEI     A,$18
0x02EA	1	JR	0x02E8	0x02F5	02ea: ca     JR      $02F5
0x02EB	2	LDAW	0x02E8	0x02ED	02eb: 01 00     LDAW    VV:00
0x02ED	2	ANI	0x02EB	0x02EF	02ed: 07 18     ANI     A,$18
0x02EF	2	EQI	0x02ED	0x02F1 0x02F2	02ef: 77 10     EQI     A,$10
0x02F1	1	JR	0x02EF	0x02F7	02f1: c5        JR      $02F7
0x02F2	3	ONIW	0x02EF	0x02F5 0x02F7	02f2: 45 04 80  ONIW    VV:04,$80
0x02F5	2	MVI	0x02EA 0x02F2	0x02F7	02f5: 69 00     MVI     A,$00
0x02F7	3	CALL	0x02F1 0x02F2 0x02F5	0x02FA 0x76A6	02f7: 40 a6 76  CALL    $76A6
0x02FA	2	NEI	0x02F7	0x02FC 0x02FE	02fa: 67 03  NEI     A,$03
0x02FC	2	MVI	0x02FA	0x02FE	02fc: 69 80  MVI     A,$80
0x02FE	2	STAW	0x02FA 0x02FC	0x0300	02fe: 63 02     STAW    VV:02
0x0300	2	MVI	0x02FE	0x0302	0300: 69 00     MVI     A,$00
0x0302	2	MOV	0x0300	0x0304	0302: 4d c8     MOV     ANM,A
0x0304	3	CALL	0x0302	0x0307 0x038B	0304: 40 8b 03  CALL    $038B
0x0307	3	OFFIW	0x0304	0x030A 0x030D	0307: 55 0c 08  OFFIW   VV:0C,$08
0x030A	3	CALL	0x0307	0x030D 0x78D9	030a: 40 d9 78  CALL    $78D9
0x030D	2	MVI	0x0307 0x030A	0x030F	030d: 69 44  MVI     A,$44
0x030F	2	MOV	0x030D	0x0311	030f: 4d cc        MOV     ETMM,A
0x0311	2	MVI	0x030F	0x0313	0311: 69 0f        MVI     A,$0F
0x0313	2	STAW	0x0311	0x0315	0313: 63 15        STAW    VV:15
0x0315	4	MOV	0x0313	0x0319	0315: 70 79 03 f0  MOV     ($F003),A
0x0319	2	MVI	0x0315	0x031B	0319: 69 cc     MVI     A,$CC
0x031B	2	STAW	0x0319	0x031D	031b: 63 16     STAW    VV:16
0x031D	1	DI	0x031B	0x031E	031d: ba        DI
0x031E	3	CALL	0x031D	0x0321 0x5474	031e: 40 74 54  CALL    $5474
0x0321	3	LXI	0x031E	0x0324	0321: 14 66 0e  LXI     BC,$0E66
0x0324	1	CALT	0x0321	0x0090 0x0325	0324: 88        CALT    ($0090)
0x0325	3	CALL	0x0324	0x0328 0x546A	0325: 40 6a 54  CALL    $546A
0x0328	1	EI	0x0325	0x0329	0328: aa        EI
0x0329	3	LXI	0x0328	0x032C	0329: 34 0e 80  LXI     HL,$800E
0x032C	3	CALL	0x0329	0x032F 0x535B	032c: 40 5b 53  CALL    $535B
0x032F	3	LXI	0x032C	0x0332	032f: 34 0e 00  LXI     HL,$000E
0x0332	3	CALL	0x032F	0x0335 0x535B	0332: 40 5b 53  CALL    $535B
0x0335	3	CALL	0x0332	0x0338 0x51AB	0335: 40 ab 51     CALL    $51AB
0x0338	3	LXI	0x0335	0x033B	0338: 34 00 00     LXI     HL,$0000
0x033B	4	SHLD	0x0338	0x033F	033b: 70 3e 3c ee  SHLD    $EE3C
0x033F	1	DI	0x033B	0x0340	033f: ba        DI
0x0340	3	CALL	0x033F	0x0343 0x51F7	0340: 40 f7 51  CALL    $51F7
0x0343	3	ONIW	0x0340	0x0346 0x0347	0343: 45 09 40  ONIW    VV:09,$40
0x0346	1	JR	0x0343	0x034E	0346: c7        JR      $034E
0x0347	3	MVI	0x0343	0x034A	0347: 64 06 fd  MVI     MKH,$FD
0x034A	3	MVI	0x0347	0x034D	034a: 64 07 ff  MVI     MKL,$FF
0x034D	1	CALT	0x034A	0x008C 0x034E	034d: 86        CALT    ($008C)
0x034E	1	EI	0x0346 0x034D	0x034F	034e: aa        EI
0x034F	3	ONIW	0x034E	0x0352 0x0353	034f: 45 03 01  ONIW    VV:03,$01
0x0352	1	JR	0x034F	0x0361	0352: ce           JR      $0361
0x0353	3	CALL	0x034F	0x0356 0x5771	0353: 40 71 57     CALL    $5771
0x0356	3	ANIW	0x0353	0x0359	0356: 05 0e ef     ANIW    VV:0E,$EF
0x0359	4	LHLD	0x0356	0x035D	0359: 70 3f 0f ef  LHLD    $EF0F
0x035D	4	SHLD	0x0359	0x0361	035d: 70 3e 11 ef  SHLD    $EF11
0x0361	3	CALL	0x0352 0x035D	0x0364 0x4E48	0361: 40 48 4e  CALL    $4E48
0x0364	3	OFFIW	0x0361	0x0367 0x036A	0364: 55 8a 80  OFFIW   VV:8A,$80
0x0367	3	ONIW	0x0364	0x036A 0x036B	0367: 45 0e 01  ONIW    VV:0E,$01
0x036A	1	JR	0x0364 0x0367	0x0381	036a: d6        JR      $0381
0x036B	3	OFFIW	0x0367	0x036E 0x0371	036b: 55 03 01  OFFIW   VV:03,$01
0x036E	3	LXI	0x036B	0x0371	036e: 34 84 03  LXI     HL,$0384
0x0371	3	LXI	0x036B 0x036E	0x0374	0371: 34 e0 01  LXI     HL,$01E0
0x0374	3	CALL	0x0371	0x0377 0x535B	0374: 40 5b 53  CALL    $535B
0x0377	3	CALL	0x0374	0x037A 0x51AB	0377: 40 ab 51     CALL    $51AB
0x037A	3	LXI	0x0377	0x037D	037a: 34 00 00     LXI     HL,$0000
0x037D	4	SHLD	0x037A	0x0381	037d: 70 3e 3c ee  SHLD    $EE3C
0x0381	1	CALT	0x036A 0x037D	0x0088 0x0382	0381: 84        CALT    ($0088)
0x0382	3	OFFIW	0x0381	0x0385 0x0388	0382: 55 0c 0b  OFFIW   VV:0C,$0B
0x0385	3	JMP	0x0382	0x739B	0385: 54 9b 73  JMP     $739B
0x0388	3	JMP	0x0382	0x400B	0388: 54 0b 40  JMP     $400B
0x038B	3	LXI	0x0304	0x038E	038b: 34 1e ef  LXI     HL,$EF1E
0x038E	3	LXI	0x038B	0x0391	038e: 14 e1 00  LXI     BC,$00E1
0x0391	3	CALL	0x038E	0x0394 0x049C	0391: 40 9c 04  CALL    $049C
0x0394	3	LXI	0x0391	0x0397	0394: 34 44 ee  LXI     HL,$EE44
0x0397	3	LXI	0x0394	0x039A	0397: 14 bb 00  LXI     BC,$00BB
0x039A	3	CALL	0x0397	0x039D 0x049C	039a: 40 9c 04     CALL    $049C
0x039D	3	LXI	0x039A	0x03A0	039d: 34 0c c7     LXI     HL,$C70C
0x03A0	4	SHLD	0x039D	0x03A4	03a0: 70 3e 74 ee  SHLD    $EE74
0x03A4	3	LXI	0x03A0	0x03A7	03a4: 34 98 a4     LXI     HL,$A498
0x03A7	4	SHLD	0x03A4	0x03AB	03a7: 70 3e 76 ee  SHLD    $EE76
0x03AB	3	LXI	0x03A7	0x03AE	03ab: 34 3c 00     LXI     HL,$003C
0x03AE	4	SHLD	0x03AB	0x03B2	03ae: 70 3e 8b ef  SHLD    $EF8B
0x03B2	3	LXI	0x03AE	0x03B5	03b2: 34 88 02     LXI     HL,$0288
0x03B5	4	SHLD	0x03B2	0x03B9	03b5: 70 3e 5e ee  SHLD    $EE5E
0x03B9	4	SHLD	0x03B5	0x03BD	03b9: 70 3e 62 ee  SHLD    $EE62
0x03BD	4	SHLD	0x03B9	0x03C1	03bd: 70 3e 6c ee  SHLD    $EE6C
0x03C1	3	LXI	0x03BD	0x03C4	03c1: 34 88 2f     LXI     HL,$2F88
0x03C4	4	SHLD	0x03C1	0x03C8	03c4: 70 3e 5c ee  SHLD    $EE5C
